candidate_id,stage,stage_date,recruiter
C21242,applied,2025-10-04 03:34:20.572993,F. Aguirre
C21243,applied,2025-10-17 03:34:20.572993,F. Aguirre
C21243,screening,2025-10-25 03:34:20.572993,F. Aguirre
C21244,applied,2025-10-27 03:34:20.572993,F. Aguirre
C21244,screening,2025-10-31 03:34:20.572993,F. Aguirre
C21245,applied,2025-09-25 03:34:20.572993,F. Aguirre
C21246,applied,2025-10-25 03:34:20.572993,F. Aguirre
C21246,screening,2025-10-29 03:34:20.572993,F. Aguirre
C21247,applied,2025-10-07 03:34:20.572993,F. Aguirre
C21247,screening,2025-10-16 03:34:20.572993,F. Aguirre
C21248,applied,2025-10-18 03:34:20.572993,F. Aguirre
C21248,screening,2025-10-24 03:34:20.572993,F. Aguirre
C21249,applied,2024-08-13 03:34:20.572993,L. Torres
C21249,screening,2024-08-19 03:34:20.572993,L. Torres
C21250,applied,2024-08-24 03:34:20.572993,L. Torres
C21250,screening,2024-08-31 03:34:20.572993,L. Torres
C21251,applied,2024-08-06 03:34:20.572993,L. Torres
C21251,screening,2024-08-07 03:34:20.572993,L. Torres
C21252,applied,2024-08-23 03:34:20.572993,L. Torres
C21252,screening,2024-08-29 03:34:20.572993,L. Torres
C21253,applied,2024-08-08 03:34:20.572993,L. Torres
C21254,applied,2024-08-20 03:34:20.572993,L. Torres
C21254,screening,2024-08-23 03:34:20.572993,L. Torres
C21254,interview_tech,2024-09-03 03:34:20.572993,L. Torres
C21255,applied,2024-07-24 03:34:20.572993,L. Torres
C21256,applied,2024-07-18 03:34:20.572993,L. Torres
C21256,screening,2024-07-21 03:34:20.572993,L. Torres
C21256,interview_tech,2024-07-26 03:34:20.572993,L. Torres
C21256,interview_mgr,2024-07-28 03:34:20.572993,L. Torres
C21257,applied,2024-07-22 03:34:20.572993,L. Torres
C21258,applied,2025-06-02 03:34:20.572993,F. Aguirre
C21259,applied,2025-05-11 03:34:20.572993,F. Aguirre
C21260,applied,2025-06-16 03:34:20.572993,F. Aguirre
C21260,screening,2025-06-17 03:34:20.572993,F. Aguirre
C21261,applied,2025-06-01 03:34:20.572993,F. Aguirre
C21261,screening,2025-06-12 03:34:20.572993,F. Aguirre
C21262,applied,2025-06-01 03:34:20.572993,F. Aguirre
C21262,screening,2025-06-03 03:34:20.572993,F. Aguirre
C21262,interview_tech,2025-06-08 03:34:20.572993,F. Aguirre
C21262,interview_mgr,2025-06-10 03:34:20.572993,F. Aguirre
C21263,applied,2025-06-09 03:34:20.572993,F. Aguirre
C21263,screening,2025-06-13 03:34:20.572993,F. Aguirre
C21264,applied,2025-06-14 03:34:20.572993,F. Aguirre
C21264,screening,2025-06-20 03:34:20.572993,F. Aguirre
C21264,interview_tech,2025-07-03 03:34:20.572993,F. Aguirre
C21265,applied,2025-06-06 03:34:20.572993,L. Torres
C21265,screening,2025-06-13 03:34:20.572993,L. Torres
C21266,applied,2025-07-07 03:34:20.572993,L. Torres
C21266,screening,2025-07-15 03:34:20.572993,L. Torres
C21267,applied,2025-06-24 03:34:20.572993,L. Torres
C21267,screening,2025-07-03 03:34:20.572993,L. Torres
C21268,applied,2025-06-23 03:34:20.572993,L. Torres
C21268,screening,2025-06-30 03:34:20.572993,L. Torres
C21268,interview_tech,2025-07-07 03:34:20.572993,L. Torres
C21269,applied,2025-07-11 03:34:20.572993,L. Torres
C21270,applied,2025-06-19 03:34:20.572993,L. Torres
C21270,screening,2025-06-25 03:34:20.572993,L. Torres
C21270,interview_tech,2025-06-26 03:34:20.572993,L. Torres
C21271,applied,2025-06-07 03:34:20.572993,L. Torres
C21271,screening,2025-06-11 03:34:20.572993,L. Torres
C21271,interview_tech,2025-06-14 03:34:20.572993,L. Torres
C21272,applied,2025-07-06 03:34:20.572993,L. Torres
C21273,applied,2025-06-18 03:34:20.572993,L. Torres
C21274,applied,2025-06-08 03:34:20.572993,L. Torres
C21275,applied,2025-06-29 03:34:20.572993,L. Torres
C21275,screening,2025-07-02 03:34:20.572993,L. Torres
C21276,applied,2025-06-04 03:34:20.572993,L. Torres
C21276,screening,2025-06-11 03:34:20.572993,L. Torres
C21277,applied,2025-07-17 03:34:20.572993,J. Medina
C21277,screening,2025-07-18 03:34:20.572993,J. Medina
C21278,applied,2025-07-18 03:34:20.572993,J. Medina
C21279,applied,2025-07-26 03:34:20.572993,J. Medina
C21279,screening,2025-08-01 03:34:20.572993,J. Medina
C21280,applied,2025-07-14 03:34:20.572993,J. Medina
C21280,screening,2025-07-18 03:34:20.572993,J. Medina
C21280,interview_tech,2025-07-27 03:34:20.572993,J. Medina
C21281,applied,2025-06-29 03:34:20.572993,J. Medina
C21282,applied,2025-06-26 03:34:20.572993,J. Medina
C21283,applied,2025-07-04 03:34:20.572993,J. Medina
C21283,screening,2025-07-12 03:34:20.572993,J. Medina
C21283,interview_tech,2025-07-17 03:34:20.572993,J. Medina
C21284,applied,2025-07-13 03:34:20.572993,J. Medina
C21284,screening,2025-07-17 03:34:20.572993,J. Medina
C21284,interview_tech,2025-07-19 03:34:20.572993,J. Medina
C21285,applied,2025-07-24 03:34:20.572993,J. Medina
C21285,screening,2025-07-28 03:34:20.572993,J. Medina
C21286,applied,2025-07-15 03:34:20.572993,J. Medina
C21287,applied,2025-07-03 03:34:20.572993,J. Medina
C21287,screening,2025-07-09 03:34:20.572993,J. Medina
C21287,interview_tech,2025-07-13 03:34:20.572993,J. Medina
C21288,applied,2025-07-20 03:34:20.572993,J. Medina
C21288,screening,2025-07-30 03:34:20.572993,J. Medina
C21288,interview_tech,2025-08-07 03:34:20.572993,J. Medina
C21289,applied,2025-07-25 03:34:20.572993,J. Medina
C21289,screening,2025-07-31 03:34:20.572993,J. Medina
C21290,applied,2025-02-16 03:34:20.572993,G. Duarte
C21290,screening,2025-02-19 03:34:20.572993,G. Duarte
C21291,applied,2025-02-28 03:34:20.572993,G. Duarte
C21291,screening,2025-03-07 03:34:20.572993,G. Duarte
C21292,applied,2025-02-28 03:34:20.572993,G. Duarte
C21292,screening,2025-03-07 03:34:20.572993,G. Duarte
C21292,interview_tech,2025-03-10 03:34:20.572993,G. Duarte
C21292,interview_mgr,2025-03-19 03:34:20.572993,G. Duarte
C21293,applied,2025-01-28 03:34:20.572993,G. Duarte
C21293,screening,2025-01-29 03:34:20.572993,G. Duarte
C21293,interview_tech,2025-02-07 03:34:20.572993,G. Duarte
C21294,applied,2025-01-31 03:34:20.572993,G. Duarte
C21295,applied,2025-01-26 03:34:20.572993,G. Duarte
C21295,screening,2025-01-31 03:34:20.572993,G. Duarte
C21296,applied,2025-03-07 03:34:20.572993,G. Duarte
C21297,applied,2025-01-25 03:34:20.572993,G. Duarte
C21297,screening,2025-02-03 03:34:20.572993,G. Duarte
C21297,interview_tech,2025-02-10 03:34:20.572993,G. Duarte
C21297,interview_mgr,2025-02-15 03:34:20.572993,G. Duarte
C21298,applied,2025-02-28 03:34:20.572993,G. Duarte
C21298,screening,2025-03-03 03:34:20.572993,G. Duarte
C21299,applied,2025-02-27 03:34:20.572993,G. Duarte
C21299,screening,2025-03-08 03:34:20.572993,G. Duarte
C21299,interview_tech,2025-03-10 03:34:20.572993,G. Duarte
C21300,applied,2025-02-10 03:34:20.572993,G. Duarte
C21300,screening,2025-02-19 03:34:20.572993,G. Duarte
C21300,interview_tech,2025-02-24 03:34:20.572993,G. Duarte
C21300,interview_mgr,2025-02-25 03:34:20.572993,G. Duarte
C21301,applied,2025-02-03 03:34:20.572993,G. Duarte
C21301,screening,2025-02-11 03:34:20.572993,G. Duarte
C21301,interview_tech,2025-02-18 03:34:20.572993,G. Duarte
C21302,applied,2025-03-01 03:34:20.572993,G. Duarte
C21303,applied,2025-01-28 03:34:20.572993,G. Duarte
C21304,applied,2025-02-15 03:34:20.572993,G. Duarte
C21304,screening,2025-02-21 03:34:20.572993,G. Duarte
C21304,interview_tech,2025-02-22 03:34:20.572993,G. Duarte
C21304,interview_mgr,2025-03-02 03:34:20.572993,G. Duarte
C21305,applied,2024-08-31 03:34:20.572993,J. Medina
C21306,applied,2024-09-17 03:34:20.572993,J. Medina
C21307,applied,2024-08-27 03:34:20.572993,J. Medina
C21307,screening,2024-09-01 03:34:20.572993,J. Medina
C21308,applied,2024-09-25 03:34:20.572993,J. Medina
C21308,screening,2024-10-02 03:34:20.572993,J. Medina
C21309,applied,2024-09-01 03:34:20.572993,J. Medina
C21309,screening,2024-09-05 03:34:20.572993,J. Medina
C21309,interview_tech,2024-09-07 03:34:20.572993,J. Medina
C21309,interview_mgr,2024-09-17 03:34:20.572993,J. Medina
C21310,applied,2024-09-15 03:34:20.572993,J. Medina
C21310,screening,2024-09-16 03:34:20.572993,J. Medina
C21310,interview_tech,2024-09-22 03:34:20.572993,J. Medina
C21311,applied,2024-08-24 03:34:20.572993,J. Medina
C21311,screening,2024-09-01 03:34:20.572993,J. Medina
C21311,interview_tech,2024-09-07 03:34:20.572993,J. Medina
C21311,interview_mgr,2024-09-12 03:34:20.572993,J. Medina
C21312,applied,2024-09-11 03:34:20.572993,J. Medina
C21312,screening,2024-09-13 03:34:20.572993,J. Medina
C21312,interview_tech,2024-09-18 03:34:20.572993,J. Medina
C21313,applied,2024-08-27 03:34:20.572993,J. Medina
C21313,screening,2024-09-01 03:34:20.572993,J. Medina
C21313,interview_tech,2024-09-03 03:34:20.572993,J. Medina
C21314,applied,2024-08-26 03:34:20.572993,J. Medina
C21315,applied,2024-09-15 03:34:20.572993,J. Medina
C21315,screening,2024-09-22 03:34:20.572993,J. Medina
C21315,interview_tech,2024-09-28 03:34:20.572993,J. Medina
C21316,applied,2024-09-01 03:34:20.572993,J. Medina
C21317,applied,2024-09-26 03:34:20.572993,J. Medina
C21317,screening,2024-10-04 03:34:20.572993,J. Medina
C21318,applied,2024-09-17 03:34:20.572993,J. Medina
C21319,applied,2024-09-10 03:34:20.572993,J. Medina
C21319,screening,2024-09-14 03:34:20.572993,J. Medina
C21319,interview_tech,2024-09-17 03:34:20.572993,J. Medina
C21320,applied,2025-07-02 03:34:20.572993,L. Torres
C21321,applied,2025-06-15 03:34:20.572993,L. Torres
C21321,screening,2025-06-23 03:34:20.572993,L. Torres
C21322,applied,2025-06-21 03:34:20.572993,L. Torres
C21322,screening,2025-06-27 03:34:20.572993,L. Torres
C21323,applied,2025-05-21 03:34:20.572993,L. Torres
C21324,applied,2025-06-05 03:34:20.572993,L. Torres
C21324,screening,2025-06-11 03:34:20.572993,L. Torres
C21324,interview_tech,2025-06-16 03:34:20.572993,L. Torres
C21324,interview_mgr,2025-06-21 03:34:20.572993,L. Torres
C21325,applied,2025-06-26 03:34:20.572993,L. Torres
C21326,applied,2025-05-24 03:34:20.572993,L. Torres
C21326,screening,2025-05-25 03:34:20.572993,L. Torres
C21326,interview_tech,2025-05-28 03:34:20.572993,L. Torres
C21327,applied,2025-06-07 03:34:20.572993,L. Torres
C21327,screening,2025-06-12 03:34:20.572993,L. Torres
C21328,applied,2025-07-31 03:34:20.572993,L. Torres
C21329,applied,2025-08-23 03:34:20.572993,L. Torres
C21329,screening,2025-08-24 03:34:20.572993,L. Torres
C21329,interview_tech,2025-09-07 03:34:20.572993,L. Torres
C21329,interview_mgr,2025-09-14 03:34:20.572993,L. Torres
C21329,offer,2025-09-15 03:34:20.572993,L. Torres
C21329,decision,2025-09-16 03:34:20.572993,L. Torres
C21330,applied,2025-08-18 03:34:20.572993,L. Torres
C21331,applied,2025-07-20 03:34:20.572993,L. Torres
C21331,screening,2025-07-24 03:34:20.572993,L. Torres
C21331,interview_tech,2025-08-03 03:34:20.572993,L. Torres
C21331,interview_mgr,2025-08-11 03:34:20.572993,L. Torres
C21331,offer,2025-08-16 03:34:20.572993,L. Torres
C21332,applied,2025-08-03 03:34:20.572993,L. Torres
C21332,screening,2025-08-06 03:34:20.572993,L. Torres
C21332,interview_tech,2025-08-14 03:34:20.572993,L. Torres
C21332,interview_mgr,2025-08-24 03:34:20.572993,L. Torres
C21333,applied,2025-08-03 03:34:20.572993,L. Torres
C21333,screening,2025-08-07 03:34:20.572993,L. Torres
C21334,applied,2025-08-20 03:34:20.572993,L. Torres
C21334,screening,2025-08-24 03:34:20.572993,L. Torres
C21334,interview_tech,2025-09-02 03:34:20.572993,L. Torres
C21335,applied,2025-07-28 03:34:20.572993,L. Torres
C21335,screening,2025-08-04 03:34:20.572993,L. Torres
C21335,interview_tech,2025-08-09 03:34:20.572993,L. Torres
C21335,interview_mgr,2025-08-15 03:34:20.572993,L. Torres
C21335,offer,2025-08-24 03:34:20.572993,L. Torres
C21336,applied,2025-08-14 03:34:20.572993,L. Torres
C21336,screening,2025-08-23 03:34:20.572993,L. Torres
C21337,applied,2025-08-12 03:34:20.572993,L. Torres
C21337,screening,2025-08-20 03:34:20.572993,L. Torres
C21337,interview_tech,2025-08-28 03:34:20.572993,L. Torres
C21338,applied,2025-08-19 03:34:20.572993,L. Torres
C21338,screening,2025-08-29 03:34:20.572993,L. Torres
C21339,applied,2025-08-27 03:34:20.572993,L. Torres
C21339,screening,2025-09-04 03:34:20.572993,L. Torres
C21339,interview_tech,2025-09-10 03:34:20.572993,L. Torres
C21340,applied,2025-08-12 03:34:20.572993,L. Torres
C21340,screening,2025-08-16 03:34:20.572993,L. Torres
C21341,applied,2025-07-24 03:34:20.572993,L. Torres
C21341,screening,2025-08-01 03:34:20.572993,L. Torres
C21342,applied,2025-07-31 03:34:20.572993,L. Torres
C21342,screening,2025-08-07 03:34:20.572993,L. Torres
C21343,applied,2025-08-23 03:34:20.572993,L. Torres
C21343,screening,2025-09-01 03:34:20.572993,L. Torres
C21343,interview_tech,2025-09-02 03:34:20.572993,L. Torres
C21344,applied,2024-04-01 03:34:20.572993,J. Medina
C21344,screening,2024-04-06 03:34:20.572993,J. Medina
C21344,interview_tech,2024-04-11 03:34:20.572993,J. Medina
C21345,applied,2024-04-07 03:34:20.572993,J. Medina
C21345,screening,2024-04-12 03:34:20.572993,J. Medina
C21346,applied,2024-03-10 03:34:20.572993,J. Medina
C21346,screening,2024-03-18 03:34:20.572993,J. Medina
C21347,applied,2024-03-11 03:34:20.572993,J. Medina
C21348,applied,2024-04-03 03:34:20.572993,J. Medina
C21348,screening,2024-04-07 03:34:20.572993,J. Medina
C21348,interview_tech,2024-04-15 03:34:20.572993,J. Medina
C21348,interview_mgr,2024-04-25 03:34:20.572993,J. Medina
C21349,applied,2024-03-07 03:34:20.572993,J. Medina
C21350,applied,2024-03-29 03:34:20.572993,J. Medina
C21350,screening,2024-03-30 03:34:20.572993,J. Medina
C21350,interview_tech,2024-04-04 03:34:20.572993,J. Medina
C21351,applied,2024-03-19 03:34:20.572993,J. Medina
C21351,screening,2024-03-24 03:34:20.572993,J. Medina
C21352,applied,2024-04-04 03:34:20.572993,J. Medina
C21353,applied,2024-03-14 03:34:20.572993,J. Medina
C21353,screening,2024-03-15 03:34:20.572993,J. Medina
C21353,interview_tech,2024-03-17 03:34:20.572993,J. Medina
C21354,applied,2024-04-11 03:34:20.572993,J. Medina
C21355,applied,2025-01-01 03:34:20.572993,E. Sánchez
C21355,screening,2025-01-06 03:34:20.572993,E. Sánchez
C21355,interview_tech,2025-01-13 03:34:20.572993,E. Sánchez
C21355,interview_mgr,2025-01-21 03:34:20.572993,E. Sánchez
C21355,offer,2025-01-28 03:34:20.572993,E. Sánchez
C21356,applied,2024-12-18 03:34:20.572993,E. Sánchez
C21356,screening,2024-12-21 03:34:20.572993,E. Sánchez
C21357,applied,2024-12-23 03:34:20.572993,E. Sánchez
C21357,screening,2024-12-31 03:34:20.572993,E. Sánchez
C21358,applied,2024-12-30 03:34:20.572993,E. Sánchez
C21358,screening,2025-01-02 03:34:20.572993,E. Sánchez
C21358,interview_tech,2025-01-11 03:34:20.572993,E. Sánchez
C21359,applied,2024-12-03 03:34:20.572993,E. Sánchez
C21359,screening,2024-12-04 03:34:20.572993,E. Sánchez
C21359,interview_tech,2024-12-08 03:34:20.572993,E. Sánchez
C21360,applied,2024-12-27 03:34:20.572993,E. Sánchez
C21360,screening,2024-12-28 03:34:20.572993,E. Sánchez
C21360,interview_tech,2025-01-02 03:34:20.572993,E. Sánchez
C21361,applied,2025-01-06 03:34:20.572993,E. Sánchez
C21361,screening,2025-01-14 03:34:20.572993,E. Sánchez
C21362,applied,2024-12-31 03:34:20.572993,E. Sánchez
C21362,screening,2025-01-10 03:34:20.572993,E. Sánchez
C21363,applied,2025-01-02 03:34:20.572993,E. Sánchez
C21363,screening,2025-01-08 03:34:20.572993,E. Sánchez
C21364,applied,2024-12-05 03:34:20.572993,E. Sánchez
C21364,screening,2024-12-07 03:34:20.572993,E. Sánchez
C21364,interview_tech,2024-12-20 03:34:20.572993,E. Sánchez
C21365,applied,2024-06-19 03:34:20.572993,E. Sánchez
C21365,screening,2024-06-23 03:34:20.572993,E. Sánchez
C21365,interview_tech,2024-06-30 03:34:20.572993,E. Sánchez
C21366,applied,2024-06-09 03:34:20.572993,E. Sánchez
C21367,applied,2024-06-25 03:34:20.572993,E. Sánchez
C21368,applied,2024-05-25 03:34:20.572993,E. Sánchez
C21369,applied,2024-06-29 03:34:20.572993,E. Sánchez
C21369,screening,2024-07-03 03:34:20.572993,E. Sánchez
C21370,applied,2024-05-26 03:34:20.572993,E. Sánchez
C21370,screening,2024-05-31 03:34:20.572993,E. Sánchez
C21370,interview_tech,2024-06-05 03:34:20.572993,E. Sánchez
C21370,interview_mgr,2024-06-06 03:34:20.572993,E. Sánchez
C21371,applied,2024-05-29 03:34:20.572993,E. Sánchez
C21371,screening,2024-06-02 03:34:20.572993,E. Sánchez
C21372,applied,2024-05-22 03:34:20.572993,E. Sánchez
C21372,screening,2024-05-25 03:34:20.572993,E. Sánchez
C21372,interview_tech,2024-06-02 03:34:20.572993,E. Sánchez
C21373,applied,2024-06-04 03:34:20.572993,E. Sánchez
C21373,screening,2024-06-11 03:34:20.572993,E. Sánchez
C21374,applied,2024-06-24 03:34:20.572993,E. Sánchez
C21374,screening,2024-07-01 03:34:20.572993,E. Sánchez
C21374,interview_tech,2024-07-06 03:34:20.572993,E. Sánchez
C21375,applied,2024-06-22 03:34:20.572993,E. Sánchez
C21375,screening,2024-06-26 03:34:20.572993,E. Sánchez
C21376,applied,2024-06-29 03:34:20.572993,E. Sánchez
C21376,screening,2024-07-04 03:34:20.572993,E. Sánchez
C21376,interview_tech,2024-07-06 03:34:20.572993,E. Sánchez
C21377,applied,2024-06-05 03:34:20.572993,E. Sánchez
C21377,screening,2024-06-08 03:34:20.572993,E. Sánchez
C21378,applied,2024-05-21 03:34:20.572993,E. Sánchez
C21378,screening,2024-05-22 03:34:20.572993,E. Sánchez
C21379,applied,2024-07-01 03:34:20.572993,E. Sánchez
C21379,screening,2024-07-05 03:34:20.572993,E. Sánchez
C21380,applied,2024-07-04 03:34:20.572993,E. Sánchez
C21380,screening,2024-07-14 03:34:20.572993,E. Sánchez
C21381,applied,2025-04-10 03:34:20.572993,E. Sánchez
C21381,screening,2025-04-12 03:34:20.572993,E. Sánchez
C21381,interview_tech,2025-04-13 03:34:20.572993,E. Sánchez
C21381,interview_mgr,2025-04-21 03:34:20.572993,E. Sánchez
C21381,offer,2025-04-30 03:34:20.572993,E. Sánchez
C21382,applied,2025-04-02 03:34:20.572993,E. Sánchez
C21382,screening,2025-04-04 03:34:20.572993,E. Sánchez
C21382,interview_tech,2025-04-12 03:34:20.572993,E. Sánchez
C21383,applied,2025-03-29 03:34:20.572993,E. Sánchez
C21383,screening,2025-03-31 03:34:20.572993,E. Sánchez
C21383,interview_tech,2025-04-05 03:34:20.572993,E. Sánchez
C21384,applied,2025-04-28 03:34:20.572993,E. Sánchez
C21384,screening,2025-05-02 03:34:20.572993,E. Sánchez
C21384,interview_tech,2025-05-06 03:34:20.572993,E. Sánchez
C21385,applied,2025-03-31 03:34:20.572993,E. Sánchez
C21386,applied,2025-03-23 03:34:20.572993,E. Sánchez
C21386,screening,2025-03-29 03:34:20.572993,E. Sánchez
C21387,applied,2025-04-20 03:34:20.572993,E. Sánchez
C21388,applied,2025-02-16 03:34:20.572993,L. Torres
C21389,applied,2025-02-11 03:34:20.572993,L. Torres
C21390,applied,2025-02-04 03:34:20.572993,L. Torres
C21390,screening,2025-02-13 03:34:20.572993,L. Torres
C21391,applied,2025-01-27 03:34:20.572993,L. Torres
C21391,screening,2025-01-31 03:34:20.572993,L. Torres
C21392,applied,2025-02-08 03:34:20.572993,L. Torres
C21392,screening,2025-02-12 03:34:20.572993,L. Torres
C21392,interview_tech,2025-02-18 03:34:20.572993,L. Torres
C21393,applied,2025-01-29 03:34:20.572993,L. Torres
C21393,screening,2025-01-30 03:34:20.572993,L. Torres
C21394,applied,2025-01-16 03:34:20.572993,L. Torres
C21394,screening,2025-01-17 03:34:20.572993,L. Torres
C21395,applied,2025-01-07 03:34:20.572993,F. Aguirre
C21395,screening,2025-01-11 03:34:20.572993,F. Aguirre
C21395,interview_tech,2025-01-18 03:34:20.572993,F. Aguirre
C21395,interview_mgr,2025-01-23 03:34:20.572993,F. Aguirre
C21396,applied,2025-01-30 03:34:20.572993,F. Aguirre
C21396,screening,2025-02-03 03:34:20.572993,F. Aguirre
C21396,interview_tech,2025-02-08 03:34:20.572993,F. Aguirre
C21396,interview_mgr,2025-02-09 03:34:20.572993,F. Aguirre
C21397,applied,2025-01-27 03:34:20.572993,F. Aguirre
C21397,screening,2025-02-02 03:34:20.572993,F. Aguirre
C21398,applied,2025-01-01 03:34:20.572993,F. Aguirre
C21398,screening,2025-01-11 03:34:20.572993,F. Aguirre
C21398,interview_tech,2025-01-14 03:34:20.572993,F. Aguirre
C21399,applied,2025-01-13 03:34:20.572993,F. Aguirre
C21399,screening,2025-01-19 03:34:20.572993,F. Aguirre
C21399,interview_tech,2025-01-23 03:34:20.572993,F. Aguirre
C21399,interview_mgr,2025-02-01 03:34:20.572993,F. Aguirre
C21399,offer,2025-02-04 03:34:20.572993,F. Aguirre
C21400,applied,2025-01-25 03:34:20.572993,F. Aguirre
C21401,applied,2024-12-28 03:34:20.572993,F. Aguirre
C21401,screening,2025-01-06 03:34:20.572993,F. Aguirre
C21402,applied,2025-01-28 03:34:20.572993,F. Aguirre
C21402,screening,2025-02-05 03:34:20.572993,F. Aguirre
C21402,interview_tech,2025-02-16 03:34:20.572993,F. Aguirre
C21402,interview_mgr,2025-02-17 03:34:20.572993,F. Aguirre
C21403,applied,2025-01-29 03:34:20.572993,F. Aguirre
C21403,screening,2025-02-04 03:34:20.572993,F. Aguirre
C21404,applied,2025-02-03 03:34:20.572993,F. Aguirre
C21404,screening,2025-02-09 03:34:20.572993,F. Aguirre
C21404,interview_tech,2025-02-15 03:34:20.572993,F. Aguirre
C21405,applied,2024-12-30 03:34:20.572993,F. Aguirre
C21405,screening,2025-01-04 03:34:20.572993,F. Aguirre
C21406,applied,2025-01-17 03:34:20.572993,F. Aguirre
C21406,screening,2025-01-25 03:34:20.572993,F. Aguirre
C21406,interview_tech,2025-01-28 03:34:20.572993,F. Aguirre
C21407,applied,2025-01-28 03:34:20.572993,F. Aguirre
C21407,screening,2025-01-31 03:34:20.572993,F. Aguirre
C21407,interview_tech,2025-02-01 03:34:20.572993,F. Aguirre
C21408,applied,2025-02-01 03:34:20.572993,F. Aguirre
C21408,screening,2025-02-09 03:34:20.572993,F. Aguirre
C21408,interview_tech,2025-02-18 03:34:20.572993,F. Aguirre
C21409,applied,2025-01-12 03:34:20.572993,F. Aguirre
C21410,applied,2025-01-01 03:34:20.572993,F. Aguirre
C21410,screening,2025-01-03 03:34:20.572993,F. Aguirre
C21410,interview_tech,2025-01-06 03:34:20.572993,F. Aguirre
C21410,interview_mgr,2025-01-09 03:34:20.572993,F. Aguirre
C21411,applied,2025-01-07 03:34:20.572993,F. Aguirre
C21411,screening,2025-01-11 03:34:20.572993,F. Aguirre
C21412,applied,2024-12-22 03:34:20.572993,F. Aguirre
C21412,screening,2024-12-25 03:34:20.572993,F. Aguirre
C21412,interview_tech,2024-12-31 03:34:20.572993,F. Aguirre
C21413,applied,2025-01-02 03:34:20.572993,F. Aguirre
C21413,screening,2025-01-06 03:34:20.572993,F. Aguirre
C21414,applied,2025-01-03 03:34:20.572993,F. Aguirre
C21414,screening,2025-01-14 03:34:20.572993,F. Aguirre
C21414,interview_tech,2025-01-19 03:34:20.572993,F. Aguirre
C21414,interview_mgr,2025-01-30 03:34:20.572993,F. Aguirre
C21415,applied,2024-10-23 03:34:20.572993,L. Torres
C21415,screening,2024-10-28 03:34:20.572993,L. Torres
C21415,interview_tech,2024-11-06 03:34:20.572993,L. Torres
C21415,interview_mgr,2024-11-07 03:34:20.572993,L. Torres
C21416,applied,2024-10-28 03:34:20.572993,L. Torres
C21416,screening,2024-11-04 03:34:20.572993,L. Torres
C21417,applied,2024-11-06 03:34:20.572993,L. Torres
C21417,screening,2024-11-16 03:34:20.572993,L. Torres
C21417,interview_tech,2024-11-26 03:34:20.572993,L. Torres
C21418,applied,2024-11-12 03:34:20.572993,L. Torres
C21418,screening,2024-11-17 03:34:20.572993,L. Torres
C21419,applied,2024-11-05 03:34:20.572993,L. Torres
C21419,screening,2024-11-16 03:34:20.572993,L. Torres
C21420,applied,2024-10-26 03:34:20.572993,L. Torres
C21420,screening,2024-10-27 03:34:20.572993,L. Torres
C21421,applied,2024-11-23 03:34:20.572993,L. Torres
C21422,applied,2024-11-12 03:34:20.572993,L. Torres
C21422,screening,2024-11-18 03:34:20.572993,L. Torres
C21422,interview_tech,2024-11-25 03:34:20.572993,L. Torres
C21423,applied,2024-10-25 03:34:20.572993,L. Torres
C21423,screening,2024-10-26 03:34:20.572993,L. Torres
C21424,applied,2024-10-25 03:34:20.572993,L. Torres
C21425,applied,2024-10-23 03:34:20.572993,L. Torres
C21426,applied,2024-10-23 03:34:20.572993,L. Torres
C21427,applied,2024-11-13 03:34:20.572993,L. Torres
C21427,screening,2024-11-19 03:34:20.572993,L. Torres
C21428,applied,2024-11-10 03:34:20.572993,L. Torres
C21428,screening,2024-11-16 03:34:20.572993,L. Torres
C21428,interview_tech,2024-11-21 03:34:20.572993,L. Torres
C21429,applied,2024-11-13 03:34:20.572993,L. Torres
C21430,applied,2024-11-20 03:34:20.572993,L. Torres
C21430,screening,2024-12-01 03:34:20.572993,L. Torres
C21431,applied,2024-11-12 03:34:20.572993,L. Torres
C21431,screening,2024-11-15 03:34:20.572993,L. Torres
C21432,applied,2024-06-30 03:34:20.572993,F. Aguirre
C21432,screening,2024-07-07 03:34:20.572993,F. Aguirre
C21433,applied,2024-07-13 03:34:20.572993,F. Aguirre
C21433,screening,2024-07-16 03:34:20.572993,F. Aguirre
C21433,interview_tech,2024-07-23 03:34:20.572993,F. Aguirre
C21433,interview_mgr,2024-07-24 03:34:20.572993,F. Aguirre
C21434,applied,2024-06-18 03:34:20.572993,F. Aguirre
C21434,screening,2024-06-21 03:34:20.572993,F. Aguirre
C21434,interview_tech,2024-06-26 03:34:20.572993,F. Aguirre
C21434,interview_mgr,2024-07-04 03:34:20.572993,F. Aguirre
C21435,applied,2024-07-07 03:34:20.572993,F. Aguirre
C21436,applied,2024-07-04 03:34:20.572993,F. Aguirre
C21436,screening,2024-07-12 03:34:20.572993,F. Aguirre
C21437,applied,2024-06-26 03:34:20.572993,F. Aguirre
C21437,screening,2024-07-01 03:34:20.572993,F. Aguirre
C21437,interview_tech,2024-07-07 03:34:20.572993,F. Aguirre
C21438,applied,2024-06-12 03:34:20.572993,F. Aguirre
C21438,screening,2024-06-13 03:34:20.572993,F. Aguirre
C21438,interview_tech,2024-06-17 03:34:20.572993,F. Aguirre
C21439,applied,2024-07-13 03:34:20.572993,F. Aguirre
C21439,screening,2024-07-15 03:34:20.572993,F. Aguirre
