id,job_id,source,experience_years,education,gender,applied_date,city,expected_salary
C21752,JR1130,Portal Empleo,8,Posgrado,M,2025-01-03 03:34:20.572993,Córdoba,3727038
C21753,JR1130,Orgánico,8,Posgrado,F,2025-01-31 03:34:20.572993,CABA,3909855
C21754,JR1130,LinkedIn,2,Universitario,F,2025-01-17 03:34:20.572993,CABA,3792906
C21755,JR1130,LinkedIn,7,Universitario,M,2025-02-03 03:34:20.572993,Córdoba,4061858
C21756,JR1130,Portal Empleo,5,Posgrado,M,2025-01-12 03:34:20.572993,GBA Norte,3567680
C21757,JR1130,LinkedIn,2,Posgrado,F,2025-02-06 03:34:20.572993,Mendoza,3837152
C21758,JR1130,LinkedIn,3,Universitario,F,2025-01-20 03:34:20.572993,CABA,4162320
C21759,JR1130,LinkedIn,2,Terciario,M,2025-01-06 03:34:20.572993,Rosario,4244178
C21760,JR1130,LinkedIn,4,Universitario,F,2025-01-31 03:34:20.572993,GBA Sur,4455238
C21761,JR1130,Referido,2,Bootcamp,M,2025-01-31 03:34:20.572993,CABA,3787584
C21762,JR1131,Referido,1,Universitario,M,2024-08-07 03:34:20.572993,Córdoba,3496421
C21763,JR1131,Referido,5,Universitario,M,2024-07-27 03:34:20.572993,Mendoza,4131871
C21764,JR1131,Portal Empleo,6,Terciario,F,2024-07-15 03:34:20.572993,Córdoba,3902427
C21765,JR1131,LinkedIn,4,Terciario,F,2024-08-08 03:34:20.572993,CABA,3715096
C21766,JR1131,LinkedIn,7,Universitario,F,2024-07-28 03:34:20.572993,CABA,3553969
C21767,JR1131,LinkedIn,3,Universitario,F,2024-07-23 03:34:20.572993,CABA,3567560
C21768,JR1131,LinkedIn,3,Universitario,F,2024-07-16 03:34:20.572993,Rosario,3774196
C21769,JR1131,Portal Empleo,6,Terciario,F,2024-08-15 03:34:20.572993,Córdoba,4677158
C21770,JR1131,Portal Empleo,4,Universitario,M,2024-08-18 03:34:20.572993,GBA Sur,3880166
C21771,JR1131,Portal Empleo,4,Posgrado,M,2024-08-19 03:34:20.572993,GBA Sur,4136751
C21772,JR1131,LinkedIn,0,Terciario,M,2024-08-16 03:34:20.572993,GBA Norte,3572497
C21773,JR1131,Referido,4,Posgrado,F,2024-08-10 03:34:20.572993,CABA,3222943
C21774,JR1131,Referido,0,Terciario,M,2024-07-25 03:34:20.572993,Córdoba,4073685
C21775,JR1131,Referido,1,Terciario,F,2024-07-25 03:34:20.572993,Rosario,3566472
C21776,JR1131,Referido,1,Universitario,F,2024-07-13 03:34:20.572993,Córdoba,3573162
C21777,JR1132,Referido,1,Bootcamp,F,2025-10-12 03:34:20.572993,Rosario,1271060
C21778,JR1132,Referido,3,Universitario,M,2025-10-05 03:34:20.572993,CABA,1417877
C21779,JR1132,Portal Empleo,3,Universitario,F,2025-09-29 03:34:20.572993,CABA,1362076
C21780,JR1132,LinkedIn,6,Universitario,F,2025-10-07 03:34:20.572993,GBA Norte,1204167
C21781,JR1132,Portal Empleo,5,Terciario,F,2025-09-24 03:34:20.572993,CABA,1302845
C21782,JR1132,LinkedIn,0,Universitario,M,2025-10-10 03:34:20.572993,CABA,1321364
C21783,JR1132,LinkedIn,4,Bootcamp,F,2025-10-19 03:34:20.572993,GBA Sur,1324322
C21784,JR1132,Universidades,5,Terciario,F,2025-10-18 03:34:20.572993,Rosario,1240604
C21785,JR1132,Orgánico,3,Universitario,M,2025-09-16 03:34:20.572993,Rosario,1321954
C21786,JR1132,LinkedIn,4,Bootcamp,F,2025-10-15 03:34:20.572993,CABA,1324464
C21787,JR1132,Referido,4,Terciario,M,2025-09-19 03:34:20.572993,CABA,1312372
C21788,JR1132,LinkedIn,6,Universitario,F,2025-10-03 03:34:20.572993,CABA,1158384
C21789,JR1132,Referido,0,Universitario,M,2025-10-14 03:34:20.572993,Córdoba,1273011
C21790,JR1132,Agencia,3,Universitario,M,2025-10-01 03:34:20.572993,Córdoba,1365291
C21791,JR1132,Orgánico,8,Terciario,M,2025-10-13 03:34:20.572993,CABA,1056970
C21792,JR1132,Portal Empleo,8,Universitario,F,2025-09-26 03:34:20.572993,CABA,1392198
C21793,JR1132,LinkedIn,6,Universitario,M,2025-09-22 03:34:20.572993,CABA,1357136
C21794,JR1132,Portal Empleo,5,Universitario,M,2025-09-29 03:34:20.572993,CABA,1312140
C21795,JR1132,LinkedIn,8,Bootcamp,M,2025-10-18 03:34:20.572993,CABA,1321870
C21796,JR1132,Orgánico,9,Terciario,X,2025-10-12 03:34:20.572993,CABA,1273083
C21797,JR1132,Agencia,4,Universitario,M,2025-10-05 03:34:20.572993,GBA Sur,1176870
C21798,JR1133,Referido,2,Universitario,M,2024-01-25 03:34:20.572993,CABA,2486930
C21799,JR1133,LinkedIn,3,Universitario,F,2024-01-26 03:34:20.572993,CABA,2543335
C21800,JR1133,LinkedIn,12,Terciario,M,2024-02-01 03:34:20.572993,GBA Norte,2485295
C21801,JR1133,LinkedIn,0,Universitario,M,2024-02-01 03:34:20.572993,CABA,2609701
C21802,JR1133,Agencia,3,Posgrado,M,2024-01-20 03:34:20.572993,CABA,2602209
C21803,JR1133,Referido,0,Bootcamp,M,2024-01-09 03:34:20.572993,CABA,2541263
C21804,JR1133,LinkedIn,4,Terciario,M,2024-02-13 03:34:20.572993,Córdoba,2641952
C21805,JR1133,Referido,1,Posgrado,M,2024-02-09 03:34:20.572993,Córdoba,2663227
C21806,JR1133,Agencia,4,Posgrado,M,2024-01-13 03:34:20.572993,CABA,2327084
C21807,JR1133,LinkedIn,0,Universitario,F,2024-02-03 03:34:20.572993,CABA,2765807
C21808,JR1133,Agencia,6,Terciario,M,2024-01-11 03:34:20.572993,GBA Norte,2411316
C21809,JR1134,Orgánico,7,Bootcamp,M,2023-12-18 03:34:20.572993,CABA,2837299
C21810,JR1134,Orgánico,3,Universitario,M,2023-12-24 03:34:20.572993,CABA,2713542
C21811,JR1134,LinkedIn,4,Bootcamp,F,2023-12-05 03:34:20.572993,CABA,2766949
C21812,JR1134,LinkedIn,4,Universitario,F,2023-11-27 03:34:20.572993,CABA,3027089
C21813,JR1134,LinkedIn,4,Universitario,F,2023-12-23 03:34:20.572993,CABA,2724649
C21814,JR1134,LinkedIn,4,Universitario,F,2023-12-05 03:34:20.572993,CABA,2842170
C21815,JR1134,LinkedIn,6,Bootcamp,F,2023-12-02 03:34:20.572993,GBA Sur,2990270
C21816,JR1134,Portal Empleo,7,Universitario,F,2023-11-23 03:34:20.572993,CABA,2936286
C21817,JR1135,Referido,2,Terciario,F,2025-06-14 03:34:20.572993,CABA,3322886
C21818,JR1135,Agencia,3,Universitario,M,2025-06-10 03:34:20.572993,GBA Norte,3718710
C21819,JR1135,LinkedIn,6,Universitario,M,2025-06-20 03:34:20.572993,Córdoba,3218259
C21820,JR1135,Portal Empleo,0,Universitario,F,2025-06-27 03:34:20.572993,CABA,3452255
C21821,JR1135,Agencia,0,Universitario,M,2025-06-06 03:34:20.572993,CABA,3862180
C21822,JR1135,Portal Empleo,5,Universitario,X,2025-06-26 03:34:20.572993,CABA,3055549
C21823,JR1135,Orgánico,5,Universitario,M,2025-06-06 03:34:20.572993,CABA,3603070
C21824,JR1135,Portal Empleo,2,Terciario,F,2025-06-24 03:34:20.572993,Rosario,3321863
C21825,JR1135,Orgánico,3,Universitario,F,2025-07-06 03:34:20.572993,CABA,3626437
C21826,JR1135,LinkedIn,2,Terciario,F,2025-07-03 03:34:20.572993,Rosario,3240860
C21827,JR1135,Referido,2,Universitario,F,2025-06-07 03:34:20.572993,CABA,3410261
C21828,JR1136,LinkedIn,6,Universitario,M,2025-01-03 03:34:20.572993,GBA Sur,3676224
C21829,JR1136,LinkedIn,1,Universitario,F,2025-01-18 03:34:20.572993,CABA,3742436
C21830,JR1136,LinkedIn,3,Terciario,M,2025-01-26 03:34:20.572993,GBA Norte,4316358
C21831,JR1136,LinkedIn,2,Universitario,F,2025-01-11 03:34:20.572993,GBA Norte,4327986
C21832,JR1136,LinkedIn,0,Universitario,M,2025-01-09 03:34:20.572993,CABA,3864991
C21833,JR1136,LinkedIn,6,Universitario,F,2024-12-28 03:34:20.572993,CABA,4344699
C21834,JR1136,LinkedIn,3,Universitario,M,2025-01-16 03:34:20.572993,Rosario,4246288
C21835,JR1136,Orgánico,4,Universitario,M,2024-12-27 03:34:20.572993,Rosario,4297681
C21836,JR1136,LinkedIn,0,Universitario,M,2025-01-23 03:34:20.572993,CABA,4455006
C21837,JR1136,Portal Empleo,2,Universitario,F,2025-01-17 03:34:20.572993,CABA,3690159
C21838,JR1136,LinkedIn,6,Universitario,F,2025-01-20 03:34:20.572993,GBA Norte,4378507
C21839,JR1136,Orgánico,10,Posgrado,F,2025-01-10 03:34:20.572993,Mendoza,4273559
C21840,JR1136,Orgánico,0,Terciario,M,2024-12-30 03:34:20.572993,Córdoba,3885682
C21841,JR1136,Portal Empleo,3,Terciario,F,2025-01-25 03:34:20.572993,Córdoba,3734269
C21842,JR1136,Portal Empleo,5,Universitario,M,2025-01-02 03:34:20.572993,CABA,3966711
C21843,JR1136,LinkedIn,2,Universitario,F,2025-01-15 03:34:20.572993,CABA,4003214
C21844,JR1136,Universidades,6,Universitario,F,2025-01-23 03:34:20.572993,CABA,3976890
C21845,JR1137,Agencia,2,Universitario,M,2024-07-02 03:34:20.572993,CABA,3399727
C21846,JR1137,Orgánico,4,Universitario,M,2024-06-19 03:34:20.572993,Rosario,3661048
C21847,JR1137,Portal Empleo,3,Posgrado,F,2024-06-28 03:34:20.572993,CABA,3456315
C21848,JR1137,LinkedIn,7,Universitario,M,2024-07-01 03:34:20.572993,GBA Norte,3092506
C21849,JR1137,Orgánico,2,Universitario,M,2024-07-03 03:34:20.572993,Córdoba,3450830
C21850,JR1137,LinkedIn,3,Terciario,F,2024-06-14 03:34:20.572993,GBA Norte,3269247
C21851,JR1137,Referido,6,Terciario,F,2024-07-05 03:34:20.572993,CABA,3256137
C21852,JR1137,LinkedIn,1,Terciario,M,2024-07-19 03:34:20.572993,CABA,3223347
C21853,JR1137,Orgánico,4,Universitario,M,2024-07-01 03:34:20.572993,GBA Norte,3426895
C21854,JR1137,LinkedIn,0,Bootcamp,F,2024-06-23 03:34:20.572993,Córdoba,3379580
C21855,JR1137,LinkedIn,1,Posgrado,M,2024-07-03 03:34:20.572993,Mendoza,3201598
C21856,JR1138,Referido,5,Universitario,M,2024-01-14 03:34:20.572993,Rosario,4608729
C21857,JR1138,Agencia,2,Posgrado,M,2023-12-11 03:34:20.572993,CABA,4417416
C21858,JR1138,Portal Empleo,3,Universitario,F,2024-01-11 03:34:20.572993,CABA,4356126
C21859,JR1138,LinkedIn,5,Universitario,M,2023-12-27 03:34:20.572993,CABA,4529096
C21860,JR1138,LinkedIn,3,Terciario,F,2023-12-09 03:34:20.572993,CABA,4418809
C21861,JR1138,Portal Empleo,6,Universitario,F,2023-12-09 03:34:20.572993,CABA,4315187
C21862,JR1138,Universidades,5,Terciario,F,2023-12-24 03:34:20.572993,CABA,4826410
C21863,JR1138,Agencia,5,Universitario,F,2024-01-03 03:34:20.572993,Córdoba,4840794
C21864,JR1138,Referido,7,Posgrado,F,2024-01-02 03:34:20.572993,CABA,4288588
C21865,JR1139,Orgánico,5,Terciario,M,2023-11-27 03:34:20.572993,CABA,4092020
C21866,JR1139,LinkedIn,8,Terciario,M,2023-12-23 03:34:20.572993,GBA Norte,3874317
C21867,JR1139,Referido,6,Universitario,F,2023-12-12 03:34:20.572993,Córdoba,3897780
C21868,JR1139,Referido,3,Universitario,F,2023-12-14 03:34:20.572993,CABA,3812183
C21869,JR1139,Referido,7,Universitario,M,2023-12-06 03:34:20.572993,CABA,3661016
C21870,JR1139,Agencia,5,Universitario,M,2023-12-07 03:34:20.572993,GBA Norte,3989749
C21871,JR1139,Referido,3,Universitario,M,2023-12-02 03:34:20.572993,CABA,3932588
C21872,JR1139,LinkedIn,5,Universitario,M,2023-12-01 03:34:20.572993,Mendoza,3886793
C21873,JR1139,LinkedIn,7,Universitario,M,2023-12-15 03:34:20.572993,CABA,4378412
C21874,JR1139,LinkedIn,5,Bootcamp,F,2023-12-12 03:34:20.572993,Rosario,4094364
C21875,JR1139,Referido,9,Universitario,F,2023-11-22 03:34:20.572993,Rosario,4093629
C21876,JR1139,LinkedIn,7,Universitario,F,2023-12-16 03:34:20.572993,CABA,4510370
C21877,JR1139,LinkedIn,5,Universitario,M,2023-11-20 03:34:20.572993,CABA,4133903
C21878,JR1139,Portal Empleo,1,Universitario,M,2023-11-22 03:34:20.572993,CABA,4620915
C21879,JR1139,Portal Empleo,4,Universitario,M,2023-12-06 03:34:20.572993,CABA,3881463
C21880,JR1140,Portal Empleo,4,Universitario,M,2025-06-03 03:34:20.572993,CABA,1724149
C21881,JR1140,Referido,6,Universitario,F,2025-05-25 03:34:20.572993,Córdoba,1859276
C21882,JR1140,Orgánico,6,Universitario,M,2025-04-30 03:34:20.572993,CABA,1443849
C21883,JR1140,Orgánico,4,Terciario,F,2025-04-28 03:34:20.572993,Rosario,1748525
C21884,JR1140,Agencia,4,Terciario,M,2025-05-01 03:34:20.572993,GBA Norte,2063967
C21885,JR1140,Portal Empleo,6,Universitario,F,2025-05-28 03:34:20.572993,CABA,1592836
C21886,JR1140,LinkedIn,2,Terciario,F,2025-05-21 03:34:20.572993,GBA Sur,1912070
C21887,JR1140,Universidades,8,Bootcamp,M,2025-04-26 03:34:20.572993,Rosario,1705514
C21888,JR1140,LinkedIn,0,Terciario,M,2025-05-08 03:34:20.572993,CABA,2094614
C21889,JR1140,LinkedIn,8,Universitario,M,2025-05-23 03:34:20.572993,CABA,1620573
C21890,JR1140,Referido,4,Universitario,F,2025-06-02 03:34:20.572993,CABA,1625720
C21891,JR1141,LinkedIn,7,Posgrado,M,2024-12-25 03:34:20.572993,CABA,2666532
C21892,JR1141,Universidades,5,Universitario,M,2024-12-08 03:34:20.572993,CABA,2913524
C21893,JR1141,Referido,5,Terciario,M,2024-12-21 03:34:20.572993,GBA Sur,2782521
C21894,JR1141,Referido,5,Universitario,M,2024-12-19 03:34:20.572993,GBA Norte,2742684
C21895,JR1141,Portal Empleo,6,Universitario,M,2024-12-09 03:34:20.572993,GBA Norte,2948889
C21896,JR1141,Referido,3,Universitario,M,2024-12-04 03:34:20.572993,CABA,3016894
C21897,JR1141,LinkedIn,7,Universitario,F,2024-12-15 03:34:20.572993,Córdoba,2414281
C21898,JR1141,Portal Empleo,1,Terciario,M,2024-12-27 03:34:20.572993,CABA,3072074
C21899,JR1141,Portal Empleo,4,Bootcamp,M,2024-12-14 03:34:20.572993,GBA Sur,2600781
C21900,JR1141,LinkedIn,6,Terciario,F,2025-01-06 03:34:20.572993,CABA,2803266
C21901,JR1141,Portal Empleo,6,Universitario,F,2025-01-01 03:34:20.572993,Córdoba,2790425
C21902,JR1141,LinkedIn,5,Bootcamp,M,2025-01-04 03:34:20.572993,CABA,2957629
C21903,JR1141,LinkedIn,3,Universitario,F,2024-12-24 03:34:20.572993,Rosario,2696990
C21904,JR1141,LinkedIn,6,Universitario,F,2025-01-12 03:34:20.572993,CABA,3045412
C21905,JR1142,LinkedIn,2,Terciario,M,2025-07-05 03:34:20.572993,CABA,3609675
C21906,JR1142,Agencia,8,Bootcamp,F,2025-07-05 03:34:20.572993,GBA Norte,4163914
C21907,JR1142,Agencia,4,Terciario,F,2025-06-30 03:34:20.572993,GBA Norte,3804480
C21908,JR1142,LinkedIn,0,Universitario,M,2025-07-08 03:34:20.572993,CABA,3903064
C21909,JR1142,Referido,1,Posgrado,M,2025-06-03 03:34:20.572993,Córdoba,4156697
C21910,JR1142,Portal Empleo,4,Terciario,F,2025-06-14 03:34:20.572993,CABA,3797190
C21911,JR1142,LinkedIn,4,Universitario,M,2025-07-05 03:34:20.572993,CABA,4503851
C21912,JR1142,LinkedIn,9,Bootcamp,M,2025-06-07 03:34:20.572993,CABA,3792412
C21913,JR1142,Universidades,1,Universitario,F,2025-06-04 03:34:20.572993,Rosario,3915205
C21914,JR1142,Portal Empleo,4,Universitario,F,2025-07-08 03:34:20.572993,CABA,4332035
C21915,JR1142,Universidades,1,Posgrado,M,2025-06-26 03:34:20.572993,GBA Norte,3999966
C21916,JR1142,LinkedIn,3,Universitario,F,2025-06-23 03:34:20.572993,CABA,4117699
C21917,JR1143,Portal Empleo,8,Universitario,M,2025-03-01 03:34:20.572993,CABA,1864637
C21918,JR1143,LinkedIn,1,Universitario,F,2025-02-14 03:34:20.572993,GBA Norte,1614830
C21919,JR1143,LinkedIn,5,Terciario,M,2025-02-08 03:34:20.572993,CABA,1829709
C21920,JR1143,Referido,5,Universitario,M,2025-03-03 03:34:20.572993,Mendoza,1912564
C21921,JR1143,LinkedIn,4,Terciario,M,2025-02-07 03:34:20.572993,GBA Norte,1807509
C21922,JR1143,LinkedIn,5,Terciario,F,2025-02-22 03:34:20.572993,Mendoza,1926967
C21923,JR1143,LinkedIn,1,Terciario,M,2025-02-26 03:34:20.572993,CABA,1695196
C21924,JR1143,LinkedIn,8,Universitario,F,2025-02-07 03:34:20.572993,Rosario,1930575
C21925,JR1143,Portal Empleo,9,Terciario,M,2025-02-28 03:34:20.572993,GBA Norte,1809372
C21926,JR1143,Referido,4,Posgrado,M,2025-02-10 03:34:20.572993,CABA,1674475
C21927,JR1143,LinkedIn,10,Posgrado,F,2025-02-20 03:34:20.572993,Córdoba,1935955
C21928,JR1143,LinkedIn,3,Universitario,M,2025-03-10 03:34:20.572993,GBA Norte,1921759
C21929,JR1143,LinkedIn,5,Universitario,F,2025-03-01 03:34:20.572993,GBA Norte,1870237
C21930,JR1143,Portal Empleo,8,Universitario,F,2025-03-04 03:34:20.572993,CABA,1778873
C21931,JR1143,LinkedIn,3,Universitario,M,2025-02-02 03:34:20.572993,GBA Sur,1763959
C21932,JR1143,Portal Empleo,1,Universitario,F,2025-02-12 03:34:20.572993,CABA,2139037
C21933,JR1143,LinkedIn,0,Posgrado,M,2025-03-07 03:34:20.572993,CABA,2021810
C21934,JR1143,LinkedIn,9,Terciario,F,2025-02-22 03:34:20.572993,Rosario,1832549
C21935,JR1143,Orgánico,3,Universitario,M,2025-02-25 03:34:20.572993,CABA,1836468
C21936,JR1144,Portal Empleo,4,Universitario,M,2024-04-13 03:34:20.572993,Rosario,2687446
C21937,JR1144,LinkedIn,1,Universitario,M,2024-05-11 03:34:20.572993,GBA Norte,2892511
C21938,JR1144,Agencia,6,Universitario,F,2024-05-09 03:34:20.572993,CABA,3207117
C21939,JR1144,Referido,2,Universitario,F,2024-04-26 03:34:20.572993,Córdoba,3034542
C21940,JR1144,Agencia,3,Universitario,M,2024-04-11 03:34:20.572993,GBA Sur,3128823
C21941,JR1144,Portal Empleo,5,Universitario,M,2024-04-17 03:34:20.572993,CABA,2656682
C21942,JR1144,Portal Empleo,1,Universitario,F,2024-04-27 03:34:20.572993,CABA,2793016
C21943,JR1144,Universidades,4,Terciario,F,2024-04-21 03:34:20.572993,CABA,2991410
C21944,JR1144,LinkedIn,8,Terciario,M,2024-05-13 03:34:20.572993,CABA,2417688
C21945,JR1145,Portal Empleo,5,Terciario,M,2025-01-07 03:34:20.572993,Córdoba,3975175
C21946,JR1145,Referido,4,Universitario,M,2024-12-26 03:34:20.572993,CABA,3907322
C21947,JR1145,LinkedIn,5,Universitario,M,2024-12-21 03:34:20.572993,Córdoba,4613773
C21948,JR1145,LinkedIn,3,Universitario,M,2024-12-26 03:34:20.572993,Córdoba,4465350
C21949,JR1145,LinkedIn,9,Universitario,M,2024-12-18 03:34:20.572993,Rosario,4340739
C21950,JR1145,Portal Empleo,2,Universitario,M,2024-12-05 03:34:20.572993,CABA,4169726
C21951,JR1145,Referido,5,Posgrado,M,2024-12-22 03:34:20.572993,CABA,4363708
C21952,JR1145,Referido,4,Universitario,M,2024-12-21 03:34:20.572993,GBA Sur,4099423
C21953,JR1145,LinkedIn,7,Universitario,F,2024-12-18 03:34:20.572993,Rosario,4490961
C21954,JR1145,Referido,7,Posgrado,F,2025-01-05 03:34:20.572993,CABA,3890592
C21955,JR1145,Orgánico,4,Universitario,M,2024-12-24 03:34:20.572993,Rosario,3838446
C21956,JR1145,LinkedIn,5,Universitario,F,2024-12-22 03:34:20.572993,CABA,4161575
C21957,JR1145,Portal Empleo,5,Universitario,M,2024-12-22 03:34:20.572993,CABA,4267497
C21958,JR1145,Agencia,0,Universitario,M,2024-12-25 03:34:20.572993,CABA,4570315
C21959,JR1145,Agencia,0,Universitario,M,2025-01-07 03:34:20.572993,CABA,3917277
C21960,JR1145,Referido,2,Bootcamp,F,2024-12-19 03:34:20.572993,Córdoba,4170623
C21961,JR1145,Agencia,3,Universitario,F,2024-12-20 03:34:20.572993,CABA,4224960
C21962,JR1146,LinkedIn,1,Bootcamp,F,2024-07-20 03:34:20.572993,GBA Norte,3932303
C21963,JR1146,Orgánico,6,Universitario,M,2024-08-11 03:34:20.572993,CABA,4330220
C21964,JR1146,LinkedIn,4,Universitario,F,2024-07-21 03:34:20.572993,Córdoba,3821170
C21965,JR1146,LinkedIn,3,Universitario,M,2024-07-29 03:34:20.572993,Córdoba,4107226
C21966,JR1146,LinkedIn,1,Posgrado,F,2024-07-18 03:34:20.572993,Córdoba,4273357
C21967,JR1146,Agencia,4,Terciario,M,2024-07-16 03:34:20.572993,Córdoba,4274258
C21968,JR1146,LinkedIn,0,Universitario,F,2024-08-15 03:34:20.572993,GBA Norte,4220337
C21969,JR1147,LinkedIn,4,Posgrado,M,2025-04-28 03:34:20.572993,CABA,1266879
C21970,JR1147,LinkedIn,4,Universitario,F,2025-05-19 03:34:20.572993,CABA,1510439
C21971,JR1147,Orgánico,5,Terciario,F,2025-05-05 03:34:20.572993,GBA Sur,1390325
C21972,JR1147,Agencia,0,Universitario,M,2025-05-27 03:34:20.572993,CABA,1229026
C21973,JR1147,Referido,5,Universitario,M,2025-05-28 03:34:20.572993,CABA,1269864
C21974,JR1147,Portal Empleo,1,Posgrado,F,2025-05-04 03:34:20.572993,CABA,1244109
C21975,JR1147,Referido,2,Universitario,F,2025-05-15 03:34:20.572993,GBA Sur,1275802
C21976,JR1147,LinkedIn,6,Universitario,M,2025-05-04 03:34:20.572993,CABA,1369864
C21977,JR1147,Orgánico,9,Universitario,M,2025-04-22 03:34:20.572993,Mendoza,1138767
C21978,JR1147,LinkedIn,4,Universitario,F,2025-05-15 03:34:20.572993,CABA,1483692
C21979,JR1147,LinkedIn,2,Universitario,F,2025-04-27 03:34:20.572993,CABA,1531387
C21980,JR1147,LinkedIn,4,Universitario,F,2025-05-13 03:34:20.572993,CABA,1510842
C21981,JR1147,Referido,6,Bootcamp,F,2025-05-12 03:34:20.572993,GBA Sur,1256497
C21982,JR1147,Referido,6,Posgrado,F,2025-05-16 03:34:20.572993,GBA Norte,1461490
C21983,JR1148,Referido,11,Terciario,F,2025-03-03 03:34:20.572993,GBA Norte,1976358
C21984,JR1148,LinkedIn,2,Universitario,M,2025-03-11 03:34:20.572993,CABA,2115605
C21985,JR1148,Referido,5,Terciario,M,2025-02-23 03:34:20.572993,Córdoba,1642618
C21986,JR1148,LinkedIn,8,Universitario,F,2025-03-19 03:34:20.572993,Rosario,1930729
C21987,JR1148,LinkedIn,8,Terciario,M,2025-03-23 03:34:20.572993,CABA,1782319
C21988,JR1148,LinkedIn,0,Universitario,F,2025-02-24 03:34:20.572993,GBA Sur,1895785
C21989,JR1148,Agencia,4,Universitario,F,2025-02-27 03:34:20.572993,CABA,1753665
C21990,JR1148,Referido,8,Universitario,F,2025-03-23 03:34:20.572993,CABA,1879312
C21991,JR1148,Portal Empleo,11,Bootcamp,F,2025-02-14 03:34:20.572993,CABA,2112867
C21992,JR1148,Portal Empleo,6,Universitario,M,2025-03-02 03:34:20.572993,GBA Norte,1711959
C21993,JR1148,Portal Empleo,3,Universitario,F,2025-03-02 03:34:20.572993,Rosario,1644159
C21994,JR1148,Referido,1,Universitario,M,2025-02-23 03:34:20.572993,Córdoba,1734288
C21995,JR1148,LinkedIn,10,Universitario,M,2025-03-15 03:34:20.572993,CABA,1910242
C21996,JR1148,LinkedIn,6,Bootcamp,M,2025-03-18 03:34:20.572993,GBA Norte,1905112
C21997,JR1148,Portal Empleo,2,Universitario,M,2025-02-15 03:34:20.572993,CABA,1560231
C21998,JR1148,Referido,3,Bootcamp,F,2025-03-05 03:34:20.572993,CABA,1798293
C21999,JR1149,Agencia,5,Universitario,F,2023-12-24 03:34:20.572993,GBA Norte,1745642
C22000,JR1149,Agencia,5,Universitario,F,2023-11-25 03:34:20.572993,Córdoba,1710631
C22001,JR1149,LinkedIn,2,Terciario,M,2023-12-28 03:34:20.572993,Rosario,1707680
C22002,JR1149,LinkedIn,2,Posgrado,M,2023-11-27 03:34:20.572993,CABA,1848256
C22003,JR1149,Portal Empleo,0,Terciario,M,2023-12-12 03:34:20.572993,GBA Sur,1642496
C22004,JR1149,LinkedIn,7,Bootcamp,F,2023-11-25 03:34:20.572993,CABA,1721833
C22005,JR1149,LinkedIn,3,Universitario,M,2023-11-25 03:34:20.572993,CABA,1542140
C22006,JR1150,Orgánico,5,Universitario,F,2025-01-02 03:34:20.572993,CABA,4759737
C22007,JR1150,LinkedIn,8,Universitario,F,2024-12-03 03:34:20.572993,CABA,3866381
C22008,JR1150,Orgánico,5,Terciario,M,2025-01-05 03:34:20.572993,Córdoba,4081315
C22009,JR1150,Portal Empleo,4,Terciario,F,2025-01-02 03:34:20.572993,CABA,4277476
C22010,JR1150,Agencia,4,Posgrado,X,2024-12-21 03:34:20.572993,Rosario,4125879
C22011,JR1150,LinkedIn,4,Universitario,F,2025-01-04 03:34:20.572993,CABA,4427579
C22012,JR1150,LinkedIn,7,Universitario,F,2025-01-03 03:34:20.572993,CABA,3792825
C22013,JR1150,Referido,5,Terciario,F,2024-12-05 03:34:20.572993,Córdoba,3671064
C22014,JR1150,LinkedIn,3,Terciario,M,2025-01-04 03:34:20.572993,CABA,3961167
C22015,JR1151,LinkedIn,7,Universitario,M,2025-06-03 03:34:20.572993,Mendoza,4259067
C22016,JR1151,LinkedIn,7,Universitario,F,2025-05-19 03:34:20.572993,GBA Sur,3330426
C22017,JR1151,LinkedIn,1,Posgrado,F,2025-06-01 03:34:20.572993,CABA,4060102
C22018,JR1151,LinkedIn,8,Universitario,F,2025-05-28 03:34:20.572993,Córdoba,4203794
C22019,JR1151,Agencia,5,Posgrado,F,2025-05-28 03:34:20.572993,Mendoza,3962320
C22020,JR1151,LinkedIn,5,Terciario,M,2025-06-09 03:34:20.572993,CABA,3621799
C22021,JR1151,LinkedIn,7,Terciario,F,2025-06-27 03:34:20.572993,Córdoba,3686011
C22022,JR1151,Portal Empleo,3,Terciario,M,2025-06-18 03:34:20.572993,Mendoza,4234467
C22023,JR1151,Universidades,6,Posgrado,F,2025-05-22 03:34:20.572993,CABA,3891535
C22024,JR1151,LinkedIn,3,Posgrado,F,2025-06-10 03:34:20.572993,CABA,3951717
C22025,JR1151,LinkedIn,0,Terciario,M,2025-05-30 03:34:20.572993,Córdoba,3877786
C22026,JR1151,Referido,2,Terciario,M,2025-05-26 03:34:20.572993,Mendoza,3961841
C22027,JR1151,Orgánico,5,Universitario,M,2025-06-11 03:34:20.572993,GBA Sur,3951550
C22028,JR1152,Agencia,2,Posgrado,M,2024-12-13 03:34:20.572993,GBA Norte,3579943
C22029,JR1152,Portal Empleo,8,Posgrado,F,2025-01-07 03:34:20.572993,CABA,3193631
C22030,JR1152,LinkedIn,7,Universitario,F,2025-01-03 03:34:20.572993,Rosario,3085011
C22031,JR1152,Referido,7,Universitario,M,2025-01-06 03:34:20.572993,CABA,3334233
C22032,JR1152,LinkedIn,4,Posgrado,F,2025-01-12 03:34:20.572993,CABA,3307786
