id,job_id_x,source,experience_years,education,gender,applied_date,city,expected_salary,employee_id,candidate_id,job_id_y,start_date,time_to_fill_days,time_to_hire_days,employee_id_perf,job_id,retained_90d,rating_6m
C21240,JR1090,Agencia,1,Universitario,F,2025-10-07 03:34:20.572993,Rosario,2860194,,,,,,,,,,0.0
C21241,JR1090,Referido,2,Universitario,F,2025-10-16 03:34:20.572993,GBA Sur,2533831,,,,,,,,,,0.0
C21242,JR1090,Agencia,7,Universitario,M,2025-09-26 03:34:20.572993,CABA,2774658,,,,,,,,,,0.0
C21243,JR1090,Agencia,5,Universitario,F,2025-10-14 03:34:20.572993,Córdoba,2960098,,,,,,,,,,0.0
C21244,JR1090,LinkedIn,2,Universitario,M,2025-10-21 03:34:20.572993,CABA,3047428,,,,,,,,,,0.0
C21245,JR1090,Portal Empleo,3,Universitario,M,2025-09-21 03:34:20.572993,Córdoba,2829667,,,,,,,,,,0.0
C21246,JR1090,LinkedIn,2,Terciario,M,2025-10-13 03:34:20.572993,CABA,2651103,,,,,,,,,,0.0
C21247,JR1090,LinkedIn,4,Bootcamp,M,2025-10-02 03:34:20.572993,GBA Norte,2854544,,,,,,,,,,0.0
C21248,JR1090,LinkedIn,4,Posgrado,F,2025-10-15 03:34:20.572993,Córdoba,2891447,,,,,,,,,,0.0
C21249,JR1091,Portal Empleo,9,Universitario,F,2024-08-12 03:34:20.572993,CABA,3170781,,,,,,,,,,0.0
C21250,JR1091,LinkedIn,0,Terciario,M,2024-08-20 03:34:20.572993,CABA,3533632,,,,,,,,,,0.0
C21251,JR1091,LinkedIn,4,Universitario,M,2024-07-30 03:34:20.572993,GBA Sur,3410466,,,,,,,,,,0.0
C21252,JR1091,Portal Empleo,3,Universitario,F,2024-08-16 03:34:20.572993,GBA Sur,3780809,,,,,,,,,,0.0
C21253,JR1091,LinkedIn,6,Bootcamp,M,2024-07-29 03:34:20.572993,CABA,2936960,,,,,,,,,,0.0
C21254,JR1091,LinkedIn,5,Universitario,M,2024-08-19 03:34:20.572993,CABA,3525650,,,,,,,,,,0.0
C21255,JR1091,LinkedIn,5,Terciario,F,2024-07-19 03:34:20.572993,CABA,3731043,,,,,,,,,,0.0
C21256,JR1091,LinkedIn,5,Bootcamp,M,2024-07-15 03:34:20.572993,CABA,3247476,,,,,,,,,,0.0
C21257,JR1091,Referido,2,Universitario,M,2024-07-18 03:34:20.572993,CABA,3591544,,,,,,,,,,0.0
C21258,JR1092,LinkedIn,7,Universitario,F,2025-05-24 03:34:20.572993,Rosario,4373684,,,,,,,,,,0.0
C21259,JR1092,Universidades,6,Terciario,F,2025-05-06 03:34:20.572993,CABA,3477560,,,,,,,,,,0.0
C21260,JR1092,Portal Empleo,6,Posgrado,F,2025-06-12 03:34:20.572993,Córdoba,4246946,,,,,,,,,,0.0
C21261,JR1092,LinkedIn,7,Terciario,M,2025-05-30 03:34:20.572993,CABA,4001486,,,,,,,,,,0.0
C21262,JR1092,LinkedIn,5,Universitario,M,2025-05-21 03:34:20.572993,GBA Norte,3939484,,,,,,,,,,0.0
C21263,JR1092,Referido,8,Universitario,M,2025-06-04 03:34:20.572993,GBA Norte,4579051,,,,,,,,,,0.0
C21264,JR1092,Portal Empleo,5,Bootcamp,M,2025-06-04 03:34:20.572993,Córdoba,4970152,,,,,,,,,,0.0
C21265,JR1093,LinkedIn,3,Terciario,M,2025-06-05 03:34:20.572993,Córdoba,1557004,,,,,,,,,,0.0
C21266,JR1093,LinkedIn,4,Universitario,M,2025-07-05 03:34:20.572993,CABA,1555340,,,,,,,,,,0.0
C21267,JR1093,Agencia,4,Terciario,X,2025-06-19 03:34:20.572993,CABA,1277661,,,,,,,,,,0.0
C21268,JR1093,LinkedIn,3,Posgrado,M,2025-06-16 03:34:20.572993,GBA Norte,1418557,,,,,,,,,,0.0
C21269,JR1093,LinkedIn,8,Universitario,X,2025-07-04 03:34:20.572993,CABA,1502364,,,,,,,,,,0.0
C21270,JR1093,Agencia,5,Universitario,M,2025-06-10 03:34:20.572993,CABA,1382780,,,,,,,,,,0.0
C21271,JR1093,Portal Empleo,4,Terciario,F,2025-05-31 03:34:20.572993,CABA,1761306,,,,,,,,,,0.0
C21272,JR1093,LinkedIn,5,Universitario,M,2025-07-01 03:34:20.572993,CABA,1465110,,,,,,,,,,0.0
C21273,JR1093,Portal Empleo,11,Universitario,F,2025-06-17 03:34:20.572993,CABA,1649382,,,,,,,,,,0.0
C21274,JR1093,LinkedIn,1,Universitario,M,2025-06-03 03:34:20.572993,CABA,1533625,,,,,,,,,,0.0
C21275,JR1093,Portal Empleo,2,Posgrado,M,2025-06-26 03:34:20.572993,CABA,1530425,,,,,,,,,,0.0
C21276,JR1093,Referido,1,Terciario,M,2025-05-27 03:34:20.572993,CABA,1521315,,,,,,,,,,0.0
C21277,JR1094,Agencia,3,Universitario,F,2025-07-09 03:34:20.572993,GBA Norte,3962798,,,,,,,,,,0.0
C21278,JR1094,Orgánico,5,Posgrado,M,2025-07-17 03:34:20.572993,CABA,3411047,,,,,,,,,,0.0
C21279,JR1094,Orgánico,3,Bootcamp,M,2025-07-20 03:34:20.572993,CABA,3159738,,,,,,,,,,0.0
C21280,JR1094,Orgánico,3,Universitario,F,2025-07-13 03:34:20.572993,Córdoba,3415576,,,,,,,,,,0.0
C21281,JR1094,Referido,4,Universitario,M,2025-06-26 03:34:20.572993,CABA,3160829,,,,,,,,,,0.0
C21282,JR1094,LinkedIn,3,Universitario,F,2025-06-21 03:34:20.572993,CABA,3191516,,,,,,,,,,0.0
C21283,JR1094,Referido,5,Terciario,F,2025-06-28 03:34:20.572993,CABA,3314315,,,,,,,,,,0.0
C21284,JR1094,Portal Empleo,7,Terciario,M,2025-07-08 03:34:20.572993,GBA Sur,3275113,,,,,,,,,,0.0
C21285,JR1094,Orgánico,6,Universitario,M,2025-07-14 03:34:20.572993,CABA,2718373,,,,,,,,,,0.0
C21286,JR1094,LinkedIn,6,Posgrado,M,2025-07-12 03:34:20.572993,GBA Norte,3435063,,,,,,,,,,0.0
C21287,JR1094,Orgánico,7,Terciario,M,2025-06-29 03:34:20.572993,Rosario,3623831,,,,,,,,,,0.0
C21288,JR1094,Agencia,5,Terciario,F,2025-07-12 03:34:20.572993,CABA,3375596,,,,,,,,,,0.0
C21289,JR1094,Universidades,4,Universitario,M,2025-07-22 03:34:20.572993,CABA,3917276,,,,,,,,,,0.0
C21290,JR1095,Orgánico,2,Universitario,F,2025-02-09 03:34:20.572993,Córdoba,4517717,,,,,,,,,,0.0
C21291,JR1095,LinkedIn,3,Universitario,F,2025-02-24 03:34:20.572993,Córdoba,4567339,,,,,,,,,,0.0
C21292,JR1095,LinkedIn,3,Universitario,M,2025-02-27 03:34:20.572993,Rosario,3814266,,,,,,,,,,0.0
C21293,JR1095,LinkedIn,6,Terciario,M,2025-01-24 03:34:20.572993,Mendoza,4302520,,,,,,,,,,0.0
C21294,JR1095,LinkedIn,5,Universitario,M,2025-01-28 03:34:20.572993,CABA,4584699,,,,,,,,,,0.0
C21295,JR1095,Portal Empleo,6,Posgrado,F,2025-01-22 03:34:20.572993,CABA,4092853,,,,,,,,,,0.0
C21296,JR1095,Agencia,1,Universitario,M,2025-02-26 03:34:20.572993,Rosario,5026947,,,,,,,,,,0.0
C21297,JR1095,Orgánico,8,Posgrado,M,2025-01-22 03:34:20.572993,Rosario,4660312,,,,,,,,,,0.0
C21298,JR1095,Portal Empleo,3,Universitario,F,2025-02-20 03:34:20.572993,CABA,4529062,,,,,,,,,,0.0
C21299,JR1095,LinkedIn,1,Posgrado,F,2025-02-22 03:34:20.572993,CABA,4260643,,,,,,,,,,0.0
C21300,JR1095,LinkedIn,3,Universitario,M,2025-02-09 03:34:20.572993,GBA Norte,3485719,,,,,,,,,,0.0
C21301,JR1095,LinkedIn,10,Posgrado,M,2025-01-31 03:34:20.572993,CABA,4602587,,,,,,,,,,0.0
C21302,JR1095,LinkedIn,3,Universitario,F,2025-02-23 03:34:20.572993,Rosario,4103987,,,,,,,,,,0.0
C21303,JR1095,Referido,3,Universitario,F,2025-01-25 03:34:20.572993,Córdoba,4064970,,,,,,,,,,0.0
C21304,JR1095,LinkedIn,4,Universitario,M,2025-02-10 03:34:20.572993,Rosario,4195255,,,,,,,,,,0.0
C21305,JR1096,LinkedIn,4,Universitario,M,2024-08-28 03:34:20.572993,CABA,2916661,,,,,,,,,,0.0
C21306,JR1096,LinkedIn,2,Terciario,F,2024-09-12 03:34:20.572993,Rosario,3006972,,,,,,,,,,0.0
C21307,JR1096,Portal Empleo,4,Bootcamp,M,2024-08-20 03:34:20.572993,GBA Norte,3452428,,,,,,,,,,0.0
C21308,JR1096,Referido,7,Universitario,M,2024-09-20 03:34:20.572993,CABA,3399720,,,,,,,,,,0.0
C21309,JR1096,Referido,5,Universitario,F,2024-08-31 03:34:20.572993,CABA,3328038,,,,,,,,,,0.0
C21310,JR1096,Referido,1,Universitario,M,2024-09-12 03:34:20.572993,CABA,2845526,,,,,,,,,,0.0
C21311,JR1096,Orgánico,3,Terciario,F,2024-08-21 03:34:20.572993,GBA Sur,3590328,,,,,,,,,,0.0
C21312,JR1096,LinkedIn,3,Universitario,M,2024-09-03 03:34:20.572993,CABA,3403049,,,,,,,,,,0.0
C21313,JR1096,Referido,4,Universitario,F,2024-08-20 03:34:20.572993,CABA,2842540,,,,,,,,,,0.0
C21314,JR1096,Portal Empleo,7,Posgrado,F,2024-08-18 03:34:20.572993,Rosario,3469488,,,,,,,,,,0.0
C21315,JR1096,Referido,4,Terciario,M,2024-09-14 03:34:20.572993,Córdoba,3131602,,,,,,,,,,0.0
C21316,JR1096,Orgánico,4,Bootcamp,M,2024-08-29 03:34:20.572993,Córdoba,3403356,,,,,,,,,,0.0
C21317,JR1096,LinkedIn,8,Universitario,M,2024-09-22 03:34:20.572993,Córdoba,2839244,,,,,,,,,,0.0
C21318,JR1096,Referido,6,Bootcamp,F,2024-09-08 03:34:20.572993,Córdoba,3129554,,,,,,,,,,0.0
C21319,JR1096,LinkedIn,5,Terciario,M,2024-09-09 03:34:20.572993,Rosario,2645590,,,,,,,,,,0.0
C21320,JR1097,Portal Empleo,9,Universitario,F,2025-06-22 03:34:20.572993,Córdoba,3934942,,,,,,,,,,0.0
C21321,JR1097,LinkedIn,5,Universitario,M,2025-06-11 03:34:20.572993,CABA,4139037,,,,,,,,,,0.0
C21322,JR1097,LinkedIn,0,Universitario,F,2025-06-16 03:34:20.572993,CABA,3735744,,,,,,,,,,0.0
C21323,JR1097,Referido,6,Terciario,M,2025-05-16 03:34:20.572993,GBA Norte,4021892,,,,,,,,,,0.0
C21324,JR1097,Referido,0,Universitario,F,2025-05-29 03:34:20.572993,CABA,3567610,,,,,,,,,,0.0
C21325,JR1097,LinkedIn,5,Terciario,F,2025-06-22 03:34:20.572993,CABA,3941949,,,,,,,,,,0.0
C21326,JR1097,Portal Empleo,0,Universitario,M,2025-05-21 03:34:20.572993,Rosario,4398104,,,,,,,,,,0.0
C21327,JR1097,Portal Empleo,3,Universitario,F,2025-06-03 03:34:20.572993,Córdoba,3911094,,,,,,,,,,0.0
C21328,JR1098,LinkedIn,3,Universitario,M,2025-07-27 03:34:20.572993,CABA,2858788,,,,,,,,,,0.0
C21329,JR1098,Referido,2,Bootcamp,F,2025-08-15 03:34:20.572993,CABA,2798738,,,,,,,,,,0.0
C21330,JR1098,Portal Empleo,3,Universitario,F,2025-08-12 03:34:20.572993,CABA,2854373,,,,,,,,,,0.0
C21331,JR1098,Referido,7,Universitario,M,2025-07-18 03:34:20.572993,CABA,2341992,E30019,C21331,JR1098,2025-09-20 03:34:20.572993,67.0,23.0,E30019,JR1098,1.0,4.539398450303456
C21332,JR1098,LinkedIn,2,Universitario,F,2025-08-02 03:34:20.572993,CABA,2832872,,,,,,,,,,0.0
C21333,JR1098,LinkedIn,5,Universitario,F,2025-07-24 03:34:20.572993,GBA Sur,2957826,,,,,,,,,,0.0
C21334,JR1098,Portal Empleo,2,Bootcamp,F,2025-08-19 03:34:20.572993,CABA,3008706,,,,,,,,,,0.0
C21335,JR1098,Orgánico,4,Bootcamp,F,2025-07-26 03:34:20.572993,GBA Sur,2479074,E30020,C21335,JR1098,2025-09-09 03:34:20.572993,56.0,20.0,E30020,JR1098,1.0,4.195931641501684
C21336,JR1098,Portal Empleo,5,Bootcamp,F,2025-08-05 03:34:20.572993,CABA,2674985,,,,,,,,,,0.0
C21337,JR1098,LinkedIn,2,Posgrado,F,2025-08-10 03:34:20.572993,Rosario,2387114,,,,,,,,,,0.0
C21338,JR1098,Referido,1,Bootcamp,F,2025-08-18 03:34:20.572993,CABA,2555476,,,,,,,,,,0.0
C21339,JR1098,Orgánico,5,Universitario,M,2025-08-23 03:34:20.572993,GBA Sur,2412360,,,,,,,,,,0.0
C21340,JR1098,LinkedIn,7,Bootcamp,F,2025-07-31 03:34:20.572993,CABA,2877762,,,,,,,,,,0.0
C21341,JR1098,Universidades,4,Posgrado,M,2025-07-20 03:34:20.572993,Rosario,2871032,,,,,,,,,,0.0
C21342,JR1098,Orgánico,3,Terciario,M,2025-07-28 03:34:20.572993,GBA Sur,2784104,,,,,,,,,,0.0
C21343,JR1098,LinkedIn,4,Terciario,F,2025-08-16 03:34:20.572993,GBA Sur,2706245,,,,,,,,,,0.0
C21344,JR1099,Orgánico,4,Universitario,F,2024-03-27 03:34:20.572993,GBA Norte,2654909,,,,,,,,,,0.0
C21345,JR1099,LinkedIn,5,Posgrado,F,2024-04-06 03:34:20.572993,Mendoza,2567090,,,,,,,,,,0.0
C21346,JR1099,Agencia,0,Universitario,M,2024-03-06 03:34:20.572993,GBA Sur,2726317,,,,,,,,,,0.0
C21347,JR1099,LinkedIn,1,Universitario,M,2024-03-10 03:34:20.572993,Córdoba,2820445,,,,,,,,,,0.0
C21348,JR1099,Referido,2,Universitario,M,2024-04-01 03:34:20.572993,CABA,2752959,,,,,,,,,,0.0
C21349,JR1099,Portal Empleo,4,Terciario,M,2024-03-02 03:34:20.572993,Córdoba,2849758,,,,,,,,,,0.0
C21350,JR1099,Agencia,4,Posgrado,F,2024-03-21 03:34:20.572993,GBA Norte,3140908,,,,,,,,,,0.0
C21351,JR1099,LinkedIn,6,Posgrado,M,2024-03-12 03:34:20.572993,CABA,2737385,,,,,,,,,,0.0
C21352,JR1099,Referido,5,Bootcamp,F,2024-03-28 03:34:20.572993,GBA Norte,2375446,,,,,,,,,,0.0
C21353,JR1099,LinkedIn,1,Terciario,X,2024-03-05 03:34:20.572993,GBA Sur,2388558,,,,,,,,,,0.0
C21354,JR1099,LinkedIn,8,Bootcamp,F,2024-04-07 03:34:20.572993,CABA,2372465,,,,,,,,,,0.0
C21355,JR1100,LinkedIn,7,Universitario,F,2024-12-26 03:34:20.572993,CABA,1632310,,,,,,,,,,0.0
C21356,JR1100,Referido,1,Universitario,M,2024-12-13 03:34:20.572993,Córdoba,1644382,,,,,,,,,,0.0
C21357,JR1100,LinkedIn,5,Universitario,M,2024-12-22 03:34:20.572993,CABA,1661004,,,,,,,,,,0.0
C21358,JR1100,LinkedIn,3,Universitario,M,2024-12-24 03:34:20.572993,Córdoba,1660872,,,,,,,,,,0.0
C21359,JR1100,LinkedIn,4,Bootcamp,M,2024-11-29 03:34:20.572993,CABA,1701332,,,,,,,,,,0.0
C21360,JR1100,LinkedIn,7,Universitario,M,2024-12-24 03:34:20.572993,GBA Norte,1680921,,,,,,,,,,0.0
C21361,JR1100,Referido,9,Bootcamp,M,2024-12-29 03:34:20.572993,CABA,1842285,,,,,,,,,,0.0
C21362,JR1100,Orgánico,6,Universitario,M,2024-12-21 03:34:20.572993,CABA,1831367,,,,,,,,,,0.0
C21363,JR1100,LinkedIn,5,Universitario,F,2024-12-30 03:34:20.572993,Córdoba,1631529,,,,,,,,,,0.0
C21364,JR1100,Orgánico,3,Universitario,M,2024-11-29 03:34:20.572993,GBA Norte,1694451,,,,,,,,,,0.0
C21365,JR1101,Portal Empleo,4,Universitario,M,2024-06-05 03:34:20.572993,Córdoba,2780662,,,,,,,,,,0.0
C21366,JR1101,Portal Empleo,7,Bootcamp,M,2024-06-04 03:34:20.572993,CABA,2341368,,,,,,,,,,0.0
C21367,JR1101,Portal Empleo,4,Universitario,M,2024-06-15 03:34:20.572993,Rosario,2278718,,,,,,,,,,0.0
C21368,JR1101,Agencia,2,Universitario,F,2024-05-19 03:34:20.572993,CABA,2303526,,,,,,,,,,0.0
C21369,JR1101,LinkedIn,0,Posgrado,M,2024-06-23 03:34:20.572993,CABA,2186710,,,,,,,,,,0.0
C21370,JR1101,Referido,5,Universitario,F,2024-05-23 03:34:20.572993,Córdoba,2334681,,,,,,,,,,0.0
C21371,JR1101,Portal Empleo,5,Terciario,F,2024-05-23 03:34:20.572993,Mendoza,2135696,,,,,,,,,,0.0
C21372,JR1101,Referido,2,Universitario,M,2024-05-20 03:34:20.572993,Córdoba,2295309,,,,,,,,,,0.0
C21373,JR1101,Agencia,7,Universitario,M,2024-05-29 03:34:20.572993,CABA,2729874,,,,,,,,,,0.0
C21374,JR1101,LinkedIn,3,Bootcamp,F,2024-06-22 03:34:20.572993,CABA,2136887,,,,,,,,,,0.0
C21375,JR1101,Portal Empleo,4,Terciario,M,2024-06-17 03:34:20.572993,Córdoba,2432979,,,,,,,,,,0.0
C21376,JR1101,Referido,4,Universitario,M,2024-06-19 03:34:20.572993,Rosario,2291990,,,,,,,,,,0.0
C21377,JR1101,LinkedIn,3,Terciario,M,2024-05-26 03:34:20.572993,CABA,2465725,,,,,,,,,,0.0
C21378,JR1101,LinkedIn,5,Terciario,F,2024-05-20 03:34:20.572993,CABA,2430736,,,,,,,,,,0.0
C21379,JR1101,Portal Empleo,7,Universitario,F,2024-06-23 03:34:20.572993,CABA,2568087,,,,,,,,,,0.0
C21380,JR1101,Orgánico,1,Universitario,M,2024-06-26 03:34:20.572993,GBA Norte,2483694,,,,,,,,,,0.0
C21381,JR1102,Referido,5,Universitario,M,2025-04-07 03:34:20.572993,CABA,2720253,,,,,,,,,,0.0
C21382,JR1102,Agencia,4,Universitario,F,2025-04-01 03:34:20.572993,CABA,3068047,,,,,,,,,,0.0
C21383,JR1102,LinkedIn,4,Universitario,M,2025-03-20 03:34:20.572993,Córdoba,2566024,,,,,,,,,,0.0
C21384,JR1102,LinkedIn,6,Universitario,M,2025-04-22 03:34:20.572993,CABA,2595770,,,,,,,,,,0.0
C21385,JR1102,LinkedIn,4,Terciario,M,2025-03-27 03:34:20.572993,Rosario,3324988,,,,,,,,,,0.0
C21386,JR1102,LinkedIn,5,Posgrado,M,2025-03-17 03:34:20.572993,Córdoba,3164369,,,,,,,,,,0.0
C21387,JR1102,LinkedIn,6,Terciario,M,2025-04-15 03:34:20.572993,CABA,2885132,,,,,,,,,,0.0
C21388,JR1103,LinkedIn,3,Terciario,F,2025-02-14 03:34:20.572993,GBA Sur,2986033,,,,,,,,,,0.0
C21389,JR1103,Portal Empleo,5,Universitario,F,2025-02-07 03:34:20.572993,Rosario,3240139,,,,,,,,,,0.0
C21390,JR1103,Portal Empleo,3,Bootcamp,M,2025-01-28 03:34:20.572993,CABA,3031524,,,,,,,,,,0.0
C21391,JR1103,LinkedIn,4,Posgrado,F,2025-01-22 03:34:20.572993,GBA Norte,2835826,,,,,,,,,,0.0
C21392,JR1103,LinkedIn,3,Universitario,X,2025-02-04 03:34:20.572993,CABA,2817922,,,,,,,,,,0.0
C21393,JR1103,LinkedIn,5,Terciario,F,2025-01-21 03:34:20.572993,CABA,2630157,,,,,,,,,,0.0
C21394,JR1103,Referido,4,Universitario,M,2025-01-15 03:34:20.572993,GBA Norte,2856838,,,,,,,,,,0.0
C21395,JR1104,LinkedIn,5,Posgrado,F,2025-01-05 03:34:20.572993,GBA Norte,3224706,,,,,,,,,,0.0
C21396,JR1104,LinkedIn,4,Universitario,X,2025-01-25 03:34:20.572993,Córdoba,3773446,,,,,,,,,,0.0
C21397,JR1104,Orgánico,0,Universitario,X,2025-01-26 03:34:20.572993,Mendoza,3679817,,,,,,,,,,0.0
C21398,JR1104,Agencia,4,Terciario,F,2024-12-27 03:34:20.572993,Córdoba,3261666,,,,,,,,,,0.0
C21399,JR1104,LinkedIn,4,Terciario,F,2025-01-10 03:34:20.572993,Rosario,3329046,E30021,C21399,JR1104,2025-03-17 03:34:20.572993,88.0,16.0,E30021,JR1104,1.0,3.5514182324590204
C21400,JR1104,LinkedIn,5,Universitario,M,2025-01-18 03:34:20.572993,GBA Norte,3484914,,,,,,,,,,0.0
C21401,JR1104,LinkedIn,3,Terciario,M,2024-12-20 03:34:20.572993,CABA,3421605,,,,,,,,,,0.0
C21402,JR1104,Agencia,1,Universitario,M,2025-01-27 03:34:20.572993,GBA Sur,3898051,,,,,,,,,,0.0
C21403,JR1104,Referido,6,Universitario,M,2025-01-25 03:34:20.572993,CABA,4170496,,,,,,,,,,0.0
C21404,JR1104,LinkedIn,3,Universitario,F,2025-01-26 03:34:20.572993,CABA,3292657,,,,,,,,,,0.0
C21405,JR1104,Portal Empleo,4,Terciario,M,2024-12-23 03:34:20.572993,CABA,3864233,,,,,,,,,,0.0
C21406,JR1104,LinkedIn,3,Universitario,M,2025-01-10 03:34:20.572993,Córdoba,3505900,,,,,,,,,,0.0
C21407,JR1104,LinkedIn,4,Bootcamp,F,2025-01-19 03:34:20.572993,GBA Sur,3569828,,,,,,,,,,0.0
C21408,JR1104,LinkedIn,3,Terciario,M,2025-01-26 03:34:20.572993,Mendoza,3630800,,,,,,,,,,0.0
C21409,JR1104,Referido,2,Universitario,M,2025-01-03 03:34:20.572993,Rosario,3424661,,,,,,,,,,0.0
C21410,JR1104,LinkedIn,5,Posgrado,M,2024-12-29 03:34:20.572993,GBA Norte,3354131,,,,,,,,,,0.0
C21411,JR1104,LinkedIn,2,Universitario,F,2025-01-01 03:34:20.572993,CABA,3419271,,,,,,,,,,0.0
C21412,JR1104,LinkedIn,4,Terciario,F,2024-12-21 03:34:20.572993,CABA,3649119,,,,,,,,,,0.0
C21413,JR1104,LinkedIn,5,Terciario,M,2024-12-26 03:34:20.572993,CABA,3670291,,,,,,,,,,0.0
C21414,JR1104,Agencia,3,Universitario,F,2025-01-02 03:34:20.572993,CABA,4141830,,,,,,,,,,0.0
C21415,JR1105,LinkedIn,1,Universitario,M,2024-10-18 03:34:20.572993,Córdoba,3071881,,,,,,,,,,0.0
C21416,JR1105,LinkedIn,10,Universitario,F,2024-10-25 03:34:20.572993,Córdoba,2967165,,,,,,,,,,0.0
C21417,JR1105,Portal Empleo,3,Posgrado,M,2024-11-04 03:34:20.572993,CABA,2981625,,,,,,,,,,0.0
C21418,JR1105,Agencia,6,Universitario,F,2024-11-10 03:34:20.572993,GBA Norte,3013070,,,,,,,,,,0.0
C21419,JR1105,Agencia,9,Universitario,M,2024-10-27 03:34:20.572993,GBA Sur,3065240,,,,,,,,,,0.0
C21420,JR1105,Referido,6,Posgrado,F,2024-10-17 03:34:20.572993,CABA,3165475,,,,,,,,,,0.0
C21421,JR1105,LinkedIn,3,Universitario,F,2024-11-17 03:34:20.572993,Rosario,3684825,,,,,,,,,,0.0
C21422,JR1105,Portal Empleo,4,Universitario,M,2024-11-10 03:34:20.572993,CABA,3066317,,,,,,,,,,0.0
C21423,JR1105,Portal Empleo,2,Terciario,M,2024-10-19 03:34:20.572993,CABA,2763934,,,,,,,,,,0.0
C21424,JR1105,LinkedIn,6,Universitario,M,2024-10-21 03:34:20.572993,GBA Norte,3460146,,,,,,,,,,0.0
C21425,JR1105,Orgánico,5,Universitario,F,2024-10-21 03:34:20.572993,CABA,3209365,,,,,,,,,,0.0
C21426,JR1105,LinkedIn,3,Universitario,F,2024-10-19 03:34:20.572993,Mendoza,2700052,,,,,,,,,,0.0
C21427,JR1105,Universidades,1,Terciario,M,2024-11-12 03:34:20.572993,Córdoba,3143924,,,,,,,,,,0.0
C21428,JR1105,Agencia,1,Universitario,M,2024-11-08 03:34:20.572993,Córdoba,3132126,,,,,,,,,,0.0
C21429,JR1105,Portal Empleo,6,Terciario,F,2024-11-09 03:34:20.572993,Córdoba,3283107,,,,,,,,,,0.0
C21430,JR1105,Orgánico,4,Terciario,F,2024-11-16 03:34:20.572993,GBA Norte,3687229,,,,,,,,,,0.0
C21431,JR1105,Portal Empleo,5,Terciario,F,2024-11-03 03:34:20.572993,CABA,3096096,,,,,,,,,,0.0
C21432,JR1106,LinkedIn,2,Terciario,F,2024-06-29 03:34:20.572993,Córdoba,1857583,,,,,,,,,,0.0
C21433,JR1106,Referido,0,Universitario,F,2024-07-08 03:34:20.572993,GBA Norte,1926476,,,,,,,,,,0.0
C21434,JR1106,LinkedIn,6,Bootcamp,M,2024-06-14 03:34:20.572993,CABA,1857013,,,,,,,,,,0.0
C21435,JR1106,LinkedIn,4,Posgrado,M,2024-06-30 03:34:20.572993,CABA,1708092,,,,,,,,,,0.0
C21436,JR1106,Portal Empleo,6,Posgrado,F,2024-06-25 03:34:20.572993,CABA,2017645,,,,,,,,,,0.0
C21437,JR1106,LinkedIn,3,Terciario,M,2024-06-22 03:34:20.572993,Rosario,1587277,,,,,,,,,,0.0
C21438,JR1106,LinkedIn,3,Terciario,M,2024-06-11 03:34:20.572993,GBA Norte,1711315,,,,,,,,,,0.0
C21439,JR1106,Referido,6,Universitario,M,2024-07-11 03:34:20.572993,Rosario,1700563,,,,,,,,,,0.0
C21440,JR1106,Agencia,6,Bootcamp,M,2024-06-25 03:34:20.572993,Córdoba,1907463,,,,,,,,,,0.0
C21441,JR1106,LinkedIn,6,Universitario,M,2024-07-01 03:34:20.572993,GBA Sur,1824211,,,,,,,,,,0.0
C21442,JR1106,LinkedIn,3,Universitario,M,2024-07-15 03:34:20.572993,CABA,2042696,,,,,,,,,,0.0
C21443,JR1107,LinkedIn,6,Terciario,M,2023-12-13 03:34:20.572993,Rosario,3224531,,,,,,,,,,0.0
C21444,JR1107,Portal Empleo,7,Terciario,F,2023-12-08 03:34:20.572993,GBA Sur,2652594,,,,,,,,,,0.0
C21445,JR1107,LinkedIn,4,Universitario,F,2024-01-10 03:34:20.572993,GBA Norte,2658768,,,,,,,,,,0.0
C21446,JR1107,Portal Empleo,3,Universitario,M,2023-12-31 03:34:20.572993,GBA Norte,2619696,,,,,,,,,,0.0
C21447,JR1107,LinkedIn,7,Terciario,M,2023-12-23 03:34:20.572993,CABA,3246796,,,,,,,,,,0.0
C21448,JR1107,LinkedIn,2,Posgrado,F,2023-12-30 03:34:20.572993,CABA,2983640,,,,,,,,,,0.0
C21449,JR1107,Orgánico,6,Bootcamp,M,2023-12-23 03:34:20.572993,Córdoba,2759225,,,,,,,,,,0.0
C21450,JR1107,LinkedIn,4,Posgrado,F,2023-12-25 03:34:20.572993,Rosario,3111127,,,,,,,,,,0.0
C21451,JR1107,Referido,0,Bootcamp,F,2023-12-04 03:34:20.572993,CABA,2803653,,,,,,,,,,0.0
C21452,JR1108,LinkedIn,7,Terciario,M,2025-10-11 03:34:20.572993,Rosario,2130388,,,,,,,,,,0.0
C21453,JR1108,Referido,0,Bootcamp,M,2025-10-13 03:34:20.572993,CABA,2000295,,,,,,,,,,0.0
C21454,JR1108,Referido,0,Universitario,M,2025-09-22 03:34:20.572993,GBA Norte,1870089,,,,,,,,,,0.0
C21455,JR1108,LinkedIn,5,Posgrado,F,2025-09-30 03:34:20.572993,CABA,2207954,,,,,,,,,,0.0
C21456,JR1108,LinkedIn,5,Terciario,M,2025-10-24 03:34:20.572993,Rosario,2010362,,,,,,,,,,0.0
C21457,JR1108,LinkedIn,2,Universitario,M,2025-10-09 03:34:20.572993,CABA,2220423,,,,,,,,,,0.0
